id,title,Ingredients,Directions,numberofsteps,recipe_id
10487,Carrot Salad Calcutta,"
* 1 (15 oz.) can [[tomato]] sauce 
* 1 c [[oil]] 
* 1 c [[granulated sugar|sugar]] 
* å_ c [[vinegar]] 
* 1 tsp dry [[mustard]] 
* å_ tsp [[pepper]] 
* å_ tsp [[salt]] 
* 2 lbs. [[carrot]]s 
* 1 [[green bell pepper|green pepper]] 
* 1 [[onion]] 
","== Directions ==
# Cut [[green bell pepper|green pepper]] and [[onion]] into thin slices.
# Peel and thinly slice [[carrot]]s.
# Cook [[carrot]]s briefly in [[water]].
# Blend [[tomato]] sauce, [[oil]], [[granulated sugar|sugar]], [[vinegar]], and seasonings in a bowl.
# Add vegetables. Refrigerate overnight.
",5,112
10696,Egg Salad,"
* 10 [[egg]]s
* dash [[pepper]]
* 1 teaspoon [[salt]]
* 3 medium [[onion]]s - diced
* å_ cup [[oil]]
* 1 can [[mushroom]] pieces - drained
* dash [[salt]]
* dash [[dill]]
* å_ cup [[mayonnaise]] 
","== Directions ==
# Place [[egg]]s in a pot of cold [[water]] with 1 teaspoon [[salt]] and boil them till they are hard-boiled.
# [[Onion]]s can be diced in the food processor and later the [[mushroom]]s too.
# Place [[onion]]s in a pan and cook on low for one minute to remove the [[bitter]] taste.
# Add [[pepper]].
# Then pour [[oil]] on them and stir.
# After a few minutes, add diced [[mushroom]] pieces.
# Fry all together.
# Peel hard-boiled [[egg]]s under cold [[water]].
# Chop [[egg]]s, fried [[onion]] mixture, [[salt]], [[mayonnaise]] and dill together.
# The texture should be a fine spread.
",10,113
10706,Homemade Double Cream,"
* 3 Cups [[heavy cream]]
* 1 Cup [[buttermilk]]
","== Directions ==
# Mix cream and [[buttermilk]] in glass jar.
# Cover and allow to sit at room temperature for 12 to 24 hours or until thickened to the consistency of [[sour cream]].
# The time depends on the temperature of the room.
# The [[double cream]] will continue to thicken as it chills.
# It will keep for about 10 days in refrigerator.
",5,114
10737,Garden Vegetable Mix,"
* 6 cups [[water]]
* 1 tsp [[salt]]
* 1 medium [[cabbage]], shredded
* 3 cups chopped [[celery]]
* 10 oz pkg frozen [[corn]]
* å_ tsp [[garlic powder]]
* 1å_ tsp dried [[basil]]
* 1&amp;nbsp;lb fresh [[green bean]]s
* 2 cups chopped [[carrot]]s
* 10 oz pkg frozen [[peas]] 
","== Directions ==
# Shred enough for the [[cabbage]] to make 6-8 cups.
# Stem [[green bean]]s and cut them into 1-inch pieces.
# Combine all ingredients in a large kettle or Dutch oven.
# Fill sink with [[ice]] [[water]].
# Cook vegetables to a full boil over medium heat.
# Remove from heat.
# Cook quickly by setting kettle in sink of [[ice]] [[water]].
# Put vegetable mix into four 1-qts containers, leaving å_- inch space at top.
# Seal and label container garden vegetable mix.
# Freeze and use within 6 months.
",10,115
10759,Cheese Balls,"=
* 200 g grated yellow [[Cheese]] 
* 200 g Bulgarian [[Cheese]] 
* 200 g [[cream cheese]] 
* 200 g [[margarine]] 
* 2 [[egg]]s 
* 350 g self raising [[flour]] (add more if nec) 
* [[oregano]] (optional) 
","== Directions ==
# Mix all the ingredients together. 
# Make small rolls. 
# Optional: add [[oregano]]. 
# Bake at 180 degrees C for 20 minutes (until light brown on top).
",4,116
10950,Cesnica,"
* 1 kg [[flour]]
* 20 gr [[yeast]]
* 1 cup [[olive oil]]
* [[salt]]
* Optional for sweetness 1 pkg vanilla sugar (Dr. Oetker brand as example)
","== Directions ==
# Sift 1 kg of [[flour]] in a dish. Add 20 gr of [[yeast]], one cup of [[oil]], a bit of [[salt]] and knead it with warm [[water]] until the dough starts to separate from your hands. Dough should not be too soft, or too hard. 
# Spread [[oil]] on baking pan and place the dough on it and leave it 10 minutes in a warm place.
# Perforate the dough with a fork to avoid having empty spaces under the crust. 
# Christmas bread is usually decorated with bits of dough shaped like birds or braids.
# Put the baking pan in the oven heated well. 
# When the crust is baked, cover it with a sheet of paper that will permit the bread to bake well. 
# Serve it warm.
",7,117
11019,Posna Sarma,"
* 1 [[cabbage]]
* 4 or 5 [[onion]]s, diced
* 2 or 3 stalks [[celery]]
* ‰ÉÒ cup [[oil]]
* 1 [[green bell pepper|green pepper]], diced
* å_ cup [[rice]], cooked
* 1 cup ground [[walnuts]]
* 1 x 16 oz can whole [[tomato]]es
* [[salt]]
","== Directions ==
# Cut out the hard core of the [[cabbage]]; or, if using sweet [[cabbage]], boil it and then separate each leaf.
# Heat [[oil]] in a skillet, then add [[onion]]s, [[celery]] and [[pepper]]. Fry until soft.
# Add cooked [[rice]], stir and fry the whole deal.
# Remove from heat, add [[salt]] and [[walnuts]], mix well.
# Scoop approximately a tablespoon onto [[cabbage]] leaf and roll that baby up.
# Place the rolls in a large pot, adding [[tomato]]es and enough [[water]] to cover them up.
# Cook over a slow boil (medium heat) for about an hour.
# Keep covered until it's time to eat.
",8,118
11036,Serbian Meatloaf,"
* 8 smoked streaky, rindless [[bacon]] slices
* 2 lean [[bacon]] slices, diced
* 1 [[onion]] , finely chopped
* 2 [[garlic]] cloves, crushed
* 115 g / 4 oz / 2 cups fresh [[breadcrumbs]]
* 90 ml / 6 tbsp [[milk]]
* 450 g / 1 lb lean minced [[beef]]
* 450 g / 1 lb lean minced [[pork]]
* 2.5 ml / å_ tsp chopped fresh [[thyme]]
* 30 ml / 2 tbsp chopped fresh [[parsley]]
* 2 [[egg]]s,beaten
* [[salt]] and freshly ground [[black pepper]]
* herby, mashed [[potato]]es and [[carrot]]s, to serve
","== Directions ==
# Preheat the oven to 200&amp;nbsp;å¡C / 400&amp;nbsp;å¡F.
# Butter a 1.75 litre / 3 pint / 7å_ cup loaf tin with the slices of streaky [[bacon]].
# Stretch the slices with the back of a knife, if necessary, to completely fill the tin.
# Fry thediced [[bacon]] in a large frying pan until almost crisp.
# Stir in the [[onion]] and [[garlic]] and fry for a further 2‰ÛÒ3 minutes until they are soft and a pale golden brown.
# In a large bowl soak the bread crumbs in the [[milk]] for 5 minutes, or until all the [[milk]] is absorbed.
# Add the minced meats, [[bacon]], [[Onion]], [[garlic]], herbs and [[egg]]s to the breadcrumbs.
# Season and mix well.
# Spoon the mixture into the loaf tin.
# Level the top and cover the tin with foil.
# Bake for about 1hour and half.
# Turn out and serve in slices, with herby mashed [[potato]]es and [[carrot]]s.
",12,119
11039,Kifle,"
* 1 package [[yeast]]
* 2 cups sifted [[flour]]
* 1/2 cup [[margarine]]
* 2 [[egg]] yolks
* 1/2 cup [[sour cream]]
* Confectioners‰Ûª [[Granulated sugar|Sugar]]
* Melted [[margarine]]
=== Walnut Filling ===
* 1 cup finely chopped [[walnuts]]
* 1/2 cup [[granulated sugar]]
* 1 teaspoon [[vanilla extract]]
* 2 [[egg]] whites, stiffly beaten
","== Directions ==
# Put sifted [[flour]] into large mixing bowl.
# Mix in [[yeast]].
# Cut in [[margarine]] with pastry blender until mixture is crumbly.
# Add [[egg]] yolks and [[sour cream]]; mix well.
# Form into a ball.
# On lightly floured board, knead until smooth, 5 to 10 minutes.
# Divide dough into 3 equal parts.
# Wrap in wax paper.
# Chill in refrigerator at least 1 hour.
# On a board sprinkled with confectioners' [[Granulated sugar|Sugar]], roll each part of dough into an 8-inch circle; cut # each into 8 pie-shape wedges.
# Fill wide end of each wedge with 1 tablespoon [[walnut]] filling.
# Roll up from wide end to point.
# Place on greased baking sheet, curving ends to form crescent shape.
# Bake at 375 degrees F about 25 minutes or until golden brown. Dust with confectioners' [[Granulated sugar|Sugar]]. Makes 2 dozen cookies.
=== Walnut Filling ===
# Combine [[walnuts]], [[Granulated sugar|Sugar]] and [[vanilla extract]].
# Fold in stiffly beaten [[egg]] whites.
* Makes enough filling for 2 dozen cookies
== Other Links ==
== See also ==
",17,120
11138,Apple Pie,"
* 4 ‰ÛÒ 5 medium [[apple]]s
* 1å_ cups [[granulated sugar|sugar]]
* 3 teaspoons [[cinnamon]]
* å_ cup [[butter]] or [[margarine]]
* 1 cup [[flour]]
* 1 [[egg]]
","== Directions ==
# Preheat oven.
# Fill pie pan with [[apple]]s.
# Mix å_ cup [[granulated sugar|sugar]] and 3 tsp [[cinnamon]].
# Sprinkle over [[apple]]s.
# Melt [[butter]] and remove from heat.
# Add remaining ingredients.
# Pour over [[apple]]s.
# Bake 45 minutes.
== Apple Pie Videos ==
[[File:Cooking with Virginia Farm Bureau - Chef Maxwell's Apple Pie|425px]]
",8,121
11155,Swedish Kroppkakor,"
* 10 ‰ÛÒ 12 medium [[potato]]es, boiled and cold
* 1 [[egg]]
* 1å_ cups [[all-purpose flour]]
* 8 ounces [[bacon]]
* 1 [[onion]], finely chopped
* 1 teaspoon whole [[allspice]]
","== Directions ==
# Mash the [[potato]]es.
# Stir in [[egg]] and [[flour]] making a smooth dough.
# Fry [[onion]] and [[bacon]] in some [[butter]].
# Add [[allspice]] or [[white pepper]] to taste.
# Shape the dough into a log with floured hands cut into 12 pieces.
# Make a little pocket and fill with about 1 tbsp of filling.
# Close and shape into a ball.
# Put about 4 ‰ÛÒ 5 at a time in simmering salted [[water]], big pot, and let simmer for 5 minutes.
# Kakorna will sink and when they have floated to the top they are ready.
# Serve with a thin bÌ©chamel sauce or melted [[butter]].
",10,122
11913,Homemade Yogurt,"
* 2 cups whole or 2% [[milk]]
* 2 tsp [[yogurt]] (whisked until smooth)
* å_ inch piece of [[ginger]]root *optional (recommended for removing toxicity from the [[milk]])
","== Directions ==
# Place [[milk]] in a medium-size saucepan and bring to a boil over high heat.
# Simmer for 5 minutes while stirring (be careful not to let it burn) *let cool to about 100% - 112%.
# (use a cooking thermometer or own judgment) *pour [[milk]] into a sterilized glass jar.
# Add [[yogurt]] (pick out the [[ginger]]).
# Cover jar with loose fitting lid and completely wrap it in a kitchen towel (you want the [[yogurt]] to maintain the ideal temperature but not suffocate it as it needs air to multiply).
# Place in oven next to the bulb (to culture properly it needs an environment of 95%.
# Leave overnight without disturbing it and you will have fresh [[yogurt]] in the morning!.
",7,123
11917,Mushroom Soup with Ushki,"
=== Ushki ===
* 100 g [[onion]]
* 100 g dried [[mushroom]]s
* 200 g [[flour]]
* 50 g [[oil]]
=== Soup ===
* 20 g [[vinegar]] (3%)
* [[salt]]
* 50 g [[flour]]
","== Directions ==
# Boil dried [[mushroom]]s, then take them out and set aside.
# Dress [[mushroom]] [[water]] with [[flour]] so that there are no lumps.
# Combine [[mushroom]]s with fried chopped [[onion]].
# Knead unleavened dough and roll it out finely.
# Make rounds with a saucer, put [[mushroom]] filling in the center and pinch the edges.
# Fry in [[oil]].
__NOTOC__
",6,124
12002,Cucumber and Olive Salad,"
* 5 [[cucumber]]s
* ‰ÉÓ cup pitted * 3 pickled red peppers
* 1 tsp chopped [[mint]]
* ‰ÉÒ cup [[oil]]
* 2 tbsp [[vinegar]]
* [[salt]], to taste
","== Directions ==
# Peeled and cut [[cucumber]]s length-wise and remove seeds, slice finely and sprinkle with [[mint]]
# Add chopped, sliced [[peppers]] and [[salt]]. 
# Dress with the mixture from [[oil]] and [[vinegar]].
# Add salt to taste
",4,125
12609,Apple Salad,"
* 2 large [[apple]]s, diced and pared
* å_ cup [[celery]], diced
* å_ cup [[raisins]]
* 1 tablespoon [[lemon juice]]
* 1 tablespoon [[mayonnaise]], fat-free
* 8 [[lettuce]] leaves
","== Directions ==
# Combine all ingredients except [[lettuce]].
# Mix well.
# Refrigerate until ready to serve.
# Serve on [[lettuce]] leaves.
== Nutritional information ==
Per å_ cup serving: 
* Exchanges: 1 fruit
__NOTOC__
",4,126
12701,Oyster Shooter,"=
* 12 oysters - freshly shucked 
* cocktail sauce - to taste 
* Louisiana-style hot sauce - to taste 
* 6 ounces [[pepper]] [[vodka]] 
* 1 cup cracked [[ice]]
","== Directions ==
# Serve each guest a refrigerator-chilled shot glass with a fresh oyster in the bottom. 
# In a metal cocktail shaker, chill [[vodka]] over [[ice]]. 
# Guests addcocktail sauce and hot sauce to taste. 
# Pour 1/2-ounce shot of chilled [[vodka]] to rim of each glass. 
# Bottoms up. 
# NOTES: If you keep your [[vodka]] in the freezer, you can pour shots straight from the bottle! 
# Oyster Shooters are the perfect party appetizer. 
# Just the right amount of sexy seafood ritual, conversation-lubricating alcohol and heat!
== Contributed by ==
[http://www.thebartendingschool.net/ The Bartending School]
",8,127
12706,Roll Kuchen,"
* 2 [[egg]]s
* å_ cup [[milk]]
* 6 tablespoons [[butter]]
* 3 cups [[flour]]
* 2 teaspoons [[salt]]
* 1 teaspoon [[baking powder]] 
","== Directions ==
# Beat [[egg]]s well.
# Fill with [[milk]].
# Roll out very thin and cut into strips.
# Cut again so that pieces are 1 inch long by 3 inches wide.
# Cut a slit in the middle and pull one end through to knot it.
# Fry in deep hot [[oil]].
",6,128
12987,Coxinha,"
* 3 boneless [[Chicken]] breast
* å_ chopped [[Onion]]
* 2 chopped cloves of [[garlic]]
* 6 tablespoon [[margarine]]
* 2 cubes Beef bouillon
* [[salt]]
* ground [[pepper]]
* 3 cups [[flour|all-purpose flour]]
* 1 (8oz) [[cream cheese]]
* 2 [[egg]]s
* Bread crumb
 
","== Directions ==
# Combine [[Chicken]] breast, chopped [[Onion]], [[garlic]], [[Beef]] bouillon, [[salt]], ground [[pepper]], [[margarine]] and 3 cups of [[water]] in a pressure cooker and [[Chicken]] is ready in 10 minutes
# Remove [[Chicken]] breast from broth. Finely chop [[Chicken]] breast to make the coxinha filling.
# Increment the filling with [[parsley]], [[green onions]] and cream cheese.
# Bring exactly 3 cups of the remaining broth to boil.
# Add the 3 cups of [[flour]] into the boiling [[water]] and stir vigorously with a wood spoon for about 1 minute until it become dough.
# Take dough out of pan.
# When warm, knead dough until it becomes smooth and dissolve the [[flour]] lumps (about 10 minutes).
# Flatten dough with a rolling pin to about å_-inch thick and cut medium size circles with a biscuit cutter.
# Fold and close the dough in a shape of a drum stick
# Baste the filled dough with [[egg]] whites and roll them over breadcrumb.
# Deep-fry the snacks 350&amp;nbsp;å¡F for about 8 minutes or until golden brown.
",11,129
13010,Esfirras,"
* 4 cups (2&amp;nbsp;lbs) [[flour|all-purpose flour]]
* 4 envelops FLEISCHMANN'S RapidRise [[yeast]]
* 1 tablespoon [[granulated sugar]]
* 8 oz [[margarine]]
* 1 tablespoon [[salt]]
* 2 cups [[milk]]
* 1 [[egg]]
;Filling
:
* 3&amp;nbsp;lbs ground [[Beef]]
* 2 diced [[onion]]s
* 2 diced ripe [[tomato]]es
* 1 diced red pepper
* [[salt]] and ground [[pepper]]
* 4 tbs [[oil]]
","== Directions ==
# Heat the [[oil]] in a saucepan and lightly fry [[onion]]s, [[tomato]]es, [[salt]] and [[pepper]].
# Brown the ground [[Beef]] with this mixture.
# In a bowl, mix one cup of [[flour]] with [[yeast]], [[Granulated sugar|Sugar]] and [[salt]].
# Heat [[milk]] with [[margarine]] until very warm and pour into this dry ingredients and mix well in the bowl. 
# Combine the [[egg]] and remaining [[flour]] to make soft dough. 
# Knead on lightly floured surface until smooth and elastic 
# Roll the dough into a rope and cut into 2&amp;nbsp;inch long pieces.
# Cover and let the pieces rest for 2 hours in a warm place or until they double size.
# Flatten each piece with a rolling pin on a floured surface and place the filling the in the center. 
# Fold the dough over the filling on three sides to wrap it into a triangular shape.
# Place esfirras with seam down on a large floured baking sheet, leaving room for dough to rise.
# Let the rolls rest for half hour while you heat the oven to 400&amp;nbsp;å¡F.
# Brush each esfirra over with [[egg]] yolk and bake for 25 to 35 minutes or until golden brown.
__NOTOC__
",13,130
13241,Basic Gnocchi,"
* 2 lb long white potatoes
* 1 [[egg]]
* 1 tablespoon [[margarine]]
* 1 tablespoon [[salt]]
* 3 tablespoon grated [[Parmesan cheese]]
* 6 tablespoon [[flour|all-purpose flour]]
","== Directions ==
# Place [[potato]]es in a pressure cooker with enough [[water]] to cover.
# Close pressure cooker and put in medium heat.
# Cook for 5 minutes after the regulator starts to blow steam or until tender.
# Peel [[potato]]es and rice them using a potato ricer.
# Place riced [[potato]]es in a large bowl and refrigerated for at least 3 hours (better if refrigerated overnight).
# Combine into the refrigerated riced [[potato]]es the [[egg]], [[margarine]], [[salt]], grated [[cheese]] and mix well while adding the [[flour]] just enough to keep mixture from sticking.
# Roll the dough on a lightly floured surface into a rope å_-inch thick and cut into 1-inch long pieces.
# Press each piece with a fork to create a pattern and slight indentation that will hold the sauce when served.
# Boil the [[gnocchi]] in batches in plenty of salted [[water]].
# The [[gnocchi]] are done about 2 minutes after they float to the surface, remove with a slotted spoon, and serve.
",10,131
